COMID,order_,watershed,subbasin,region
9054474,1,south_america,geoglows,Amazon_River
9054475,1,south_america,geoglows,Amazon_River
9054476,3,south_america,geoglows,East_Atlantic
9054477,1,south_america,geoglows,East_Atlantic
9054478,1,south_america,geoglows,Tocantins_River
9054479,1,south_america,geoglows,Tocantins_River
9054480,1,south_america,geoglows,Tocantins_River
9054481,1,south_america,geoglows,East_Atlantic
9054482,2,south_america,geoglows,East_Atlantic
9054483,1,south_america,geoglows,East_Atlantic
9054484,1,south_america,geoglows,Amazon_River
9054485,3,south_america,geoglows,Amazon_River
9054486,3,south_america,geoglows,Amazon_River
9054487,1,south_america,geoglows,East_Atlantic
9054488,4,south_america,geoglows,East_Atlantic
9054490,4,south_america,geoglows,Amazon_River
9054491,1,south_america,geoglows,East_Atlantic
9054492,3,south_america,geoglows,East_Atlantic
9054493,3,south_america,geoglows,East_Atlantic
9054497,2,south_america,geoglows,East_Atlantic
9054498,1,south_america,geoglows,East_Atlantic
9054500,1,south_america,geoglows,East_Atlantic
9054501,1,south_america,geoglows,Amazon_River
9054502,3,south_america,geoglows,Amazon_River
9054503,2,south_america,geoglows,Amazon_River
9054504,1,south_america,geoglows,Tocantins_River
9054505,1,south_america,geoglows,Amazon_River
9054506,1,south_america,geoglows,Amazon_River
9054507,1,south_america,geoglows,Amazon_River
9054508,1,south_america,geoglows,Amazon_River
9054509,1,south_america,geoglows,Tocantins_River
9054510,1,south_america,geoglows,Amazon_River
9054511,2,south_america,geoglows,Amazon_River
9054512,3,south_america,geoglows,East_Atlantic
9054514,1,south_america,geoglows,East_Atlantic
9054515,1,south_america,geoglows,Amazon_River
9054516,1,south_america,geoglows,East_Atlantic
9054517,1,south_america,geoglows,East_Atlantic
9054518,5,south_america,geoglows,Amazon_River
9054519,3,south_america,geoglows,Amazon_River
9054520,2,south_america,geoglows,Tocantins_River
9054521,2,south_america,geoglows,Amazon_River
9054522,1,south_america,geoglows,Amazon_River
9054523,3,south_america,geoglows,Amazon_River
9054524,1,south_america,geoglows,Amazon_River
9054525,1,south_america,geoglows,Amazon_River
9054526,2,south_america,geoglows,Amazon_River
9054527,5,south_america,geoglows,Amazon_River
9054528,1,south_america,geoglows,Tocantins_River
9054530,2,south_america,geoglows,Amazon_River
9054531,3,south_america,geoglows,East_Atlantic
9054533,1,south_america,geoglows,Amazon_River
9054534,4,south_america,geoglows,Amazon_River
9054535,1,south_america,geoglows,Amazon_River
9054536,1,south_america,geoglows,Amazon_River
9054537,2,south_america,geoglows,East_Atlantic
9054538,1,south_america,geoglows,Amazon_River
9054539,5,south_america,geoglows,Amazon_River
9054540,2,south_america,geoglows,Tocantins_River
9054541,2,south_america,geoglows,East_Atlantic
9054542,1,south_america,geoglows,Amazon_River
9054543,1,south_america,geoglows,Amazon_River
9054544,4,south_america,geoglows,Amazon_River
9054545,2,south_america,geoglows,Amazon_River
9054546,1,south_america,geoglows,Amazon_River
9054547,2,south_america,geoglows,East_Atlantic
9054548,1,south_america,geoglows,East_Atlantic
9054549,1,south_america,geoglows,Amazon_River
9054550,1,south_america,geoglows,Amazon_River
9054551,3,south_america,geoglows,Amazon_River
9054552,1,south_america,geoglows,Amazon_River
9054553,3,south_america,geoglows,East_Atlantic
9054554,2,south_america,geoglows,East_Atlantic
9054555,3,south_america,geoglows,East_Atlantic
9054556,1,south_america,geoglows,Amazon_River
9054557,1,south_america,geoglows,Amazon_River
9054558,2,south_america,geoglows,Amazon_River
9054559,2,south_america,geoglows,Amazon_River
9054560,1,south_america,geoglows,East_Atlantic
9054561,1,south_america,geoglows,East_Atlantic
9054563,2,south_america,geoglows,Amazon_River
9054565,1,south_america,geoglows,Amazon_River
9054566,1,south_america,geoglows,Amazon_River
9054567,3,south_america,geoglows,Amazon_River
9054569,3,south_america,geoglows,Amazon_River
9054570,5,south_america,geoglows,Amazon_River
9054571,2,south_america,geoglows,Amazon_River
9054572,3,south_america,geoglows,Amazon_River
9054573,1,south_america,geoglows,Amazon_River
9054574,1,south_america,geoglows,Amazon_River
9054575,1,south_america,geoglows,Amazon_River
9054576,1,south_america,geoglows,Amazon_River
9054577,2,south_america,geoglows,Amazon_River
9054578,6,south_america,geoglows,Amazon_River
9054579,1,south_america,geoglows,East_Atlantic
9054580,3,south_america,geoglows,East_Atlantic
9054581,1,south_america,geoglows,East_Atlantic
9054584,1,south_america,geoglows,Amazon_River
9054585,1,south_america,geoglows,Amazon_River
9054586,1,south_america,geoglows,Amazon_River
9054587,3,south_america,geoglows,Amazon_River
9054588,2,south_america,geoglows,East_Atlantic
9054589,1,south_america,geoglows,East_Atlantic
9054590,2,south_america,geoglows,Amazon_River
9054591,3,south_america,geoglows,Amazon_River
9054592,2,south_america,geoglows,Tocantins_River
9054593,2,south_america,geoglows,Tocantins_River
9054594,1,south_america,geoglows,Amazon_River
9054595,4,south_america,geoglows,East_Atlantic
9054596,2,south_america,geoglows,East_Atlantic
9054597,3,south_america,geoglows,Amazon_River
9054598,3,south_america,geoglows,East_Atlantic
9054599,1,south_america,geoglows,East_Atlantic
9054600,1,south_america,geoglows,Amazon_River
9054601,2,south_america,geoglows,Amazon_River
9054602,3,south_america,geoglows,Amazon_River
9054603,3,south_america,geoglows,Amazon_River
9054604,3,south_america,geoglows,Amazon_River
9054605,1,south_america,geoglows,East_Atlantic
9054606,2,south_america,geoglows,East_Atlantic
9054607,2,south_america,geoglows,Amazon_River
9054609,1,south_america,geoglows,Amazon_River
9054610,1,south_america,geoglows,Amazon_River
9054611,3,south_america,geoglows,Tocantins_River
9054612,2,south_america,geoglows,East_Atlantic
9054614,1,south_america,geoglows,Amazon_River
9054615,3,south_america,geoglows,Amazon_River
9054616,1,south_america,geoglows,Amazon_River
9054617,2,south_america,geoglows,Amazon_River
9054622,3,south_america,geoglows,Amazon_River
9054623,1,south_america,geoglows,East_Atlantic
9054624,1,south_america,geoglows,East_Atlantic
9054625,2,south_america,geoglows,Amazon_River
9054626,1,south_america,geoglows,East_Atlantic
9054627,2,south_america,geoglows,East_Atlantic
9054629,1,south_america,geoglows,Amazon_River
9054631,2,south_america,geoglows,East_Atlantic
9054632,3,south_america,geoglows,East_Atlantic
9054634,1,south_america,geoglows,Amazon_River
9054635,1,south_america,geoglows,Amazon_River
9054636,1,south_america,geoglows,Amazon_River
9054637,1,south_america,geoglows,Amazon_River
9054638,1,south_america,geoglows,East_Atlantic
9054639,1,south_america,geoglows,East_Atlantic
9054640,2,south_america,geoglows,Amazon_River
9054641,3,south_america,geoglows,Amazon_River
9054643,2,south_america,geoglows,Amazon_River
9054644,1,south_america,geoglows,East_Atlantic
9054645,1,south_america,geoglows,Amazon_River
9054646,1,south_america,geoglows,East_Atlantic
9054647,3,south_america,geoglows,East_Atlantic
9054650,3,south_america,geoglows,Amazon_River
9054651,3,south_america,geoglows,Tocantins_River
9054652,2,south_america,geoglows,Tocantins_River
9054653,3,south_america,geoglows,East_Atlantic
9054655,1,south_america,geoglows,East_Atlantic
9054656,1,south_america,geoglows,East_Atlantic
9054657,2,south_america,geoglows,Tocantins_River
9054658,1,south_america,geoglows,Amazon_River
9054659,1,south_america,geoglows,East_Atlantic
9054660,3,south_america,geoglows,East_Atlantic
9054661,5,south_america,geoglows,Amazon_River
9054662,1,south_america,geoglows,Tocantins_River
9054663,1,south_america,geoglows,Tocantins_River
9054664,1,south_america,geoglows,East_Atlantic
9054665,2,south_america,geoglows,East_Atlantic
9054666,2,south_america,geoglows,Amazon_River
9054667,1,south_america,geoglows,East_Atlantic
9054668,1,south_america,geoglows,East_Atlantic
9054669,3,south_america,geoglows,East_Atlantic
9054670,4,south_america,geoglows,Amazon_River
9054671,1,south_america,geoglows,East_Atlantic
9054672,1,south_america,geoglows,East_Atlantic
9054673,1,south_america,geoglows,East_Atlantic
9054674,4,south_america,geoglows,East_Atlantic
9054676,2,south_america,geoglows,Amazon_River
9054677,1,south_america,geoglows,Amazon_River
9054678,2,south_america,geoglows,Tocantins_River
9054679,2,south_america,geoglows,Tocantins_River
9054680,2,south_america,geoglows,East_Atlantic
9054681,1,south_america,geoglows,East_Atlantic
9054682,4,south_america,geoglows,Amazon_River
9054683,1,south_america,geoglows,Amazon_River
9054684,4,south_america,geoglows,East_Atlantic
9054685,2,south_america,geoglows,Amazon_River
9054686,4,south_america,geoglows,Amazon_River
9054687,3,south_america,geoglows,Amazon_River
9054688,5,south_america,geoglows,East_Atlantic
9054689,2,south_america,geoglows,East_Atlantic
9054690,5,south_america,geoglows,Amazon_River
9054691,5,south_america,geoglows,Amazon_River
9054692,3,south_america,geoglows,Amazon_River
9054693,1,south_america,geoglows,Amazon_River
9054694,4,south_america,geoglows,Amazon_River
9054695,1,south_america,geoglows,Amazon_River
9054696,1,south_america,geoglows,Amazon_River
9054697,2,south_america,geoglows,Amazon_River
9054698,1,south_america,geoglows,Amazon_River
9054699,1,south_america,geoglows,Tocantins_River
9054700,6,south_america,geoglows,Tocantins_River
9054701,2,south_america,geoglows,Tocantins_River
9054702,3,south_america,geoglows,Tocantins_River
9054705,4,south_america,geoglows,Amazon_River
9054706,5,south_america,geoglows,Amazon_River
9054707,1,south_america,geoglows,Amazon_River
9054708,3,south_america,geoglows,Amazon_River
9054709,1,south_america,geoglows,East_Atlantic
9054710,3,south_america,geoglows,Amazon_River
9054711,3,south_america,geoglows,Tocantins_River
9054712,2,south_america,geoglows,Tocantins_River
9054714,1,south_america,geoglows,Amazon_River
9054715,1,south_america,geoglows,Amazon_River
9054716,4,south_america,geoglows,Amazon_River
9054718,1,south_america,geoglows,East_Atlantic
9054719,2,south_america,geoglows,Amazon_River
9054720,1,south_america,geoglows,Amazon_River
9054721,2,south_america,geoglows,Tocantins_River
9054722,4,south_america,geoglows,East_Atlantic
9054723,1,south_america,geoglows,Amazon_River
9054724,3,south_america,geoglows,Amazon_River
9054725,1,south_america,geoglows,Amazon_River
9054726,3,south_america,geoglows,Amazon_River
9054727,1,south_america,geoglows,Amazon_River
9054728,1,south_america,geoglows,East_Atlantic
9054729,4,south_america,geoglows,Tocantins_River
9054730,4,south_america,geoglows,Tocantins_River
9054731,1,south_america,geoglows,Amazon_River
9054732,3,south_america,geoglows,Tocantins_River
9054733,4,south_america,geoglows,East_Atlantic
9054735,7,south_america,geoglows,Amazon_River
9054736,1,south_america,geoglows,Amazon_River
9054737,2,south_america,geoglows,Amazon_River
9054738,1,south_america,geoglows,Tocantins_River
9054739,1,south_america,geoglows,East_Atlantic
9054740,1,south_america,geoglows,Amazon_River
9054741,1,south_america,geoglows,East_Atlantic
9054742,1,south_america,geoglows,East_Atlantic
9054743,1,south_america,geoglows,Amazon_River
9054746,2,south_america,geoglows,Amazon_River
9054747,1,south_america,geoglows,Amazon_River
9054748,1,south_america,geoglows,Amazon_River
9054749,1,south_america,geoglows,East_Atlantic
9054750,1,south_america,geoglows,East_Atlantic
9054751,3,south_america,geoglows,Amazon_River
9054752,1,south_america,geoglows,Amazon_River
9054753,1,south_america,geoglows,Amazon_River
9054754,2,south_america,geoglows,Amazon_River
9054755,3,south_america,geoglows,Amazon_River
9054756,2,south_america,geoglows,East_Atlantic
9054757,2,south_america,geoglows,Amazon_River
9054759,1,south_america,geoglows,Amazon_River
9054760,3,south_america,geoglows,Amazon_River
9054761,3,south_america,geoglows,Amazon_River
9054762,1,south_america,geoglows,Tocantins_River
9054765,1,south_america,geoglows,Amazon_River
9054767,1,south_america,geoglows,Amazon_River
9054768,1,south_america,geoglows,Amazon_River
9054769,1,south_america,geoglows,Amazon_River
9054770,1,south_america,geoglows,Tocantins_River
9054771,1,south_america,geoglows,East_Atlantic
9054772,3,south_america,geoglows,Amazon_River
9054773,4,south_america,geoglows,Amazon_River
9054774,1,south_america,geoglows,Amazon_River
9054775,1,south_america,geoglows,Amazon_River
9054776,3,south_america,geoglows,Amazon_River
9054777,3,south_america,geoglows,Tocantins_River
9054778,1,south_america,geoglows,Tocantins_River
9054781,1,south_america,geoglows,Amazon_River
9054782,1,south_america,geoglows,Amazon_River
9054783,1,south_america,geoglows,Amazon_River
9054784,5,south_america,geoglows,Amazon_River
9054785,1,south_america,geoglows,Amazon_River
9054786,3,south_america,geoglows,East_Atlantic
9054787,3,south_america,geoglows,East_Atlantic
9054790,1,south_america,geoglows,Amazon_River
9054791,2,south_america,geoglows,Tocantins_River
9054792,1,south_america,geoglows,East_Atlantic
9054795,3,south_america,geoglows,Tocantins_River
9054796,2,south_america,geoglows,East_Atlantic
9054797,5,south_america,geoglows,Amazon_River
9054798,2,south_america,geoglows,Amazon_River
9054799,1,south_america,geoglows,Amazon_River
9054800,4,south_america,geoglows,Tocantins_River
9054801,1,south_america,geoglows,Amazon_River
9054802,1,south_america,geoglows,Amazon_River
9054803,1,south_america,geoglows,Tocantins_River
9054804,1,south_america,geoglows,Amazon_River
9054805,1,south_america,geoglows,Amazon_River
9054806,3,south_america,geoglows,Amazon_River
9054807,1,south_america,geoglows,Tocantins_River
9054808,1,south_america,geoglows,Amazon_River
9054809,1,south_america,geoglows,Amazon_River
9054810,6,south_america,geoglows,Amazon_River
9054811,1,south_america,geoglows,Tocantins_River
9054812,1,south_america,geoglows,Amazon_River
9054813,1,south_america,geoglows,Amazon_River
9054814,6,south_america,geoglows,Amazon_River
9054815,1,south_america,geoglows,Amazon_River
9054816,1,south_america,geoglows,Amazon_River
9054817,2,south_america,geoglows,Amazon_River
9054818,1,south_america,geoglows,East_Atlantic
9054819,2,south_america,geoglows,East_Atlantic
9054820,2,south_america,geoglows,Amazon_River
9054821,6,south_america,geoglows,Tocantins_River
9054822,1,south_america,geoglows,Amazon_River
9054823,1,south_america,geoglows,Amazon_River
9054824,3,south_america,geoglows,Amazon_River
9054825,2,south_america,geoglows,Amazon_River
9054826,1,south_america,geoglows,Amazon_River
9054827,2,south_america,geoglows,East_Atlantic
9054828,1,south_america,geoglows,Amazon_River
9054829,1,south_america,geoglows,Amazon_River
9054830,2,south_america,geoglows,Amazon_River
9054831,1,south_america,geoglows,Amazon_River
9054832,2,south_america,geoglows,East_Atlantic
9054833,1,south_america,geoglows,Amazon_River
9054834,5,south_america,geoglows,Amazon_River
9054835,1,south_america,geoglows,Amazon_River
9054836,1,south_america,geoglows,Amazon_River
9054837,2,south_america,geoglows,East_Atlantic
9054838,1,south_america,geoglows,East_Atlantic
9054839,1,south_america,geoglows,Tocantins_River
9054840,2,south_america,geoglows,Amazon_River
9054841,2,south_america,geoglows,Amazon_River
9054842,3,south_america,geoglows,Amazon_River
9054843,5,south_america,geoglows,Amazon_River
9054844,1,south_america,geoglows,Amazon_River
9054845,5,south_america,geoglows,Amazon_River
9054846,6,south_america,geoglows,Amazon_River
9054847,1,south_america,geoglows,East_Atlantic
9054848,2,south_america,geoglows,Amazon_River
9054849,2,south_america,geoglows,East_Atlantic
9054850,1,south_america,geoglows,East_Atlantic
9054851,1,south_america,geoglows,Amazon_River
9054852,2,south_america,geoglows,Amazon_River
9054853,3,south_america,geoglows,Amazon_River
9054854,4,south_america,geoglows,East_Atlantic
9054855,2,south_america,geoglows,East_Atlantic
9054856,1,south_america,geoglows,East_Atlantic
9054857,2,south_america,geoglows,Amazon_River
9054858,1,south_america,geoglows,Amazon_River
9054859,1,south_america,geoglows,Amazon_River
9054860,1,south_america,geoglows,Amazon_River
9054861,1,south_america,geoglows,Amazon_River
9054862,1,south_america,geoglows,Amazon_River
9054863,1,south_america,geoglows,Amazon_River
9054864,5,south_america,geoglows,Amazon_River
9054865,2,south_america,geoglows,Amazon_River
9054866,3,south_america,geoglows,Amazon_River
9054867,3,south_america,geoglows,Tocantins_River
9054868,1,south_america,geoglows,Tocantins_River
9054869,2,south_america,geoglows,East_Atlantic
9054870,3,south_america,geoglows,Amazon_River
9054871,3,south_america,geoglows,East_Atlantic
9054872,1,south_america,geoglows,East_Atlantic
9054873,1,south_america,geoglows,East_Atlantic
9054875,1,south_america,geoglows,East_Atlantic
9054877,1,south_america,geoglows,Amazon_River
9054878,3,south_america,geoglows,Amazon_River
9054879,1,south_america,geoglows,East_Atlantic
9054880,1,south_america,geoglows,Amazon_River
9054881,3,south_america,geoglows,Tocantins_River
9054882,1,south_america,geoglows,East_Atlantic
9054883,3,south_america,geoglows,East_Atlantic
9054884,2,south_america,geoglows,East_Atlantic
9054885,1,south_america,geoglows,East_Atlantic
9054886,1,south_america,geoglows,East_Atlantic
9054887,2,south_america,geoglows,East_Atlantic
9054888,1,south_america,geoglows,Amazon_River
9054889,1,south_america,geoglows,Amazon_River
9054890,5,south_america,geoglows,East_Atlantic
9054891,4,south_america,geoglows,East_Atlantic
9054892,3,south_america,geoglows,Amazon_River
9054893,1,south_america,geoglows,East_Atlantic
9054894,2,south_america,geoglows,East_Atlantic
9054895,4,south_america,geoglows,East_Atlantic
9054896,2,south_america,geoglows,Tocantins_River
9054897,2,south_america,geoglows,East_Atlantic
9054899,4,south_america,geoglows,Amazon_River
9054901,1,south_america,geoglows,Amazon_River
9054902,2,south_america,geoglows,East_Atlantic
9054903,4,south_america,geoglows,Amazon_River
9054904,3,south_america,geoglows,Tocantins_River
9054906,1,south_america,geoglows,East_Atlantic
9054907,1,south_america,geoglows,Amazon_River
9054908,1,south_america,geoglows,Amazon_River
9054909,3,south_america,geoglows,Amazon_River
9054910,1,south_america,geoglows,Tocantins_River
9054912,4,south_america,geoglows,Amazon_River
9054913,1,south_america,geoglows,Amazon_River
9054914,2,south_america,geoglows,East_Atlantic
9054915,1,south_america,geoglows,East_Atlantic
9054916,5,south_america,geoglows,Amazon_River
9054917,2,south_america,geoglows,Amazon_River
9054918,4,south_america,geoglows,Amazon_River
9054919,1,south_america,geoglows,East_Atlantic
9054922,3,south_america,geoglows,Amazon_River
9054923,2,south_america,geoglows,Amazon_River
9054924,1,south_america,geoglows,Amazon_River
9054925,1,south_america,geoglows,East_Atlantic
9054926,1,south_america,geoglows,Amazon_River
9054927,1,south_america,geoglows,Amazon_River
9054928,1,south_america,geoglows,Amazon_River
9054931,1,south_america,geoglows,Amazon_River
9054932,1,south_america,geoglows,Amazon_River
9054933,1,south_america,geoglows,Amazon_River
9054934,2,south_america,geoglows,East_Atlantic
9054935,3,south_america,geoglows,East_Atlantic
9054937,1,south_america,geoglows,Amazon_River
9054938,5,south_america,geoglows,Amazon_River
9054939,1,south_america,geoglows,Amazon_River
9054940,5,south_america,geoglows,Amazon_River
9054941,5,south_america,geoglows,Amazon_River
9054942,3,south_america,geoglows,Amazon_River
9054943,1,south_america,geoglows,Amazon_River
9054945,2,south_america,geoglows,Amazon_River
9054946,2,south_america,geoglows,Amazon_River
9054947,2,south_america,geoglows,Amazon_River
9054948,1,south_america,geoglows,Amazon_River
9054949,2,south_america,geoglows,Amazon_River
9054950,2,south_america,geoglows,Amazon_River
9054951,1,south_america,geoglows,Amazon_River
9054952,3,south_america,geoglows,East_Atlantic
9054953,3,south_america,geoglows,East_Atlantic
9054954,1,south_america,geoglows,East_Atlantic
9054955,3,south_america,geoglows,Amazon_River
9054956,1,south_america,geoglows,Amazon_River
9054957,2,south_america,geoglows,Tocantins_River
9054958,1,south_america,geoglows,Tocantins_River
9054959,1,south_america,geoglows,Tocantins_River
9054962,1,south_america,geoglows,Amazon_River
9054963,6,south_america,geoglows,Tocantins_River
9054964,1,south_america,geoglows,East_Atlantic
9054965,1,south_america,geoglows,East_Atlantic
9054966,3,south_america,geoglows,East_Atlantic
9054967,1,south_america,geoglows,East_Atlantic
9054968,1,south_america,geoglows,East_Atlantic
9054969,1,south_america,geoglows,East_Atlantic
9054970,1,south_america,geoglows,East_Atlantic
9054971,5,south_america,geoglows,Amazon_River
9054972,1,south_america,geoglows,Amazon_River
9054973,5,south_america,geoglows,East_Atlantic
9054974,3,south_america,geoglows,Amazon_River
9054975,2,south_america,geoglows,East_Atlantic
9054977,1,south_america,geoglows,Amazon_River
9054978,1,south_america,geoglows,Amazon_River
9054979,2,south_america,geoglows,East_Atlantic
9054980,3,south_america,geoglows,East_Atlantic
9054981,2,south_america,geoglows,East_Atlantic
9054982,1,south_america,geoglows,East_Atlantic
9054983,1,south_america,geoglows,Amazon_River
9054984,4,south_america,geoglows,Amazon_River
9054985,2,south_america,geoglows,Amazon_River
9054986,3,south_america,geoglows,Amazon_River
9054987,1,south_america,geoglows,East_Atlantic
9054988,2,south_america,geoglows,East_Atlantic
9054989,1,south_america,geoglows,Amazon_River
9054990,5,south_america,geoglows,Amazon_River
9054991,1,south_america,geoglows,Amazon_River
9054992,1,south_america,geoglows,East_Atlantic
9054993,3,south_america,geoglows,East_Atlantic
9054994,1,south_america,geoglows,East_Atlantic
9054995,3,south_america,geoglows,Amazon_River
9054998,5,south_america,geoglows,Amazon_River
9054999,3,south_america,geoglows,Amazon_River
9055000,2,south_america,geoglows,Amazon_River
9055001,1,south_america,geoglows,Amazon_River
9055002,2,south_america,geoglows,Amazon_River
9055003,2,south_america,geoglows,Amazon_River
9055004,2,south_america,geoglows,Tocantins_River
9055005,1,south_america,geoglows,Tocantins_River
9055006,6,south_america,geoglows,Tocantins_River
9055007,1,south_america,geoglows,Amazon_River
9055008,3,south_america,geoglows,East_Atlantic
9055009,2,south_america,geoglows,Amazon_River
9055010,1,south_america,geoglows,Amazon_River
9055011,2,south_america,geoglows,Amazon_River
9055012,2,south_america,geoglows,Amazon_River
9055013,6,south_america,geoglows,Tocantins_River
9055014,1,south_america,geoglows,Tocantins_River
9055015,1,south_america,geoglows,Tocantins_River
9055016,5,south_america,geoglows,Amazon_River
9055017,5,south_america,geoglows,Amazon_River
9055018,1,south_america,geoglows,Amazon_River
9055019,3,south_america,geoglows,Tocantins_River
9055020,2,south_america,geoglows,Tocantins_River
9055021,1,south_america,geoglows,Amazon_River
9055022,3,south_america,geoglows,Amazon_River
9055023,1,south_america,geoglows,Amazon_River
9055024,3,south_america,geoglows,Tocantins_River
9055025,2,south_america,geoglows,Tocantins_River
9055026,4,south_america,geoglows,Amazon_River
9055027,1,south_america,geoglows,Amazon_River
9055028,4,south_america,geoglows,Amazon_River
9055029,2,south_america,geoglows,Amazon_River
9055030,2,south_america,geoglows,East_Atlantic
9055031,2,south_america,geoglows,East_Atlantic
9055032,2,south_america,geoglows,East_Atlantic
9055033,6,south_america,geoglows,Amazon_River
9055034,3,south_america,geoglows,Amazon_River
9055035,5,south_america,geoglows,Amazon_River
9055036,1,south_america,geoglows,East_Atlantic
9055037,1,south_america,geoglows,East_Atlantic
9055038,2,south_america,geoglows,Amazon_River
9055039,1,south_america,geoglows,Amazon_River
9055040,3,south_america,geoglows,Amazon_River
9055041,1,south_america,geoglows,Amazon_River
9055042,1,south_america,geoglows,East_Atlantic
9055044,1,south_america,geoglows,Amazon_River
9055045,4,south_america,geoglows,East_Atlantic
9055047,1,south_america,geoglows,Amazon_River
9055048,5,south_america,geoglows,Amazon_River
9055049,1,south_america,geoglows,Tocantins_River
9055050,3,south_america,geoglows,East_Atlantic
9055051,1,south_america,geoglows,Amazon_River
9055052,5,south_america,geoglows,Amazon_River
9055053,1,south_america,geoglows,Amazon_River
9055054,2,south_america,geoglows,Amazon_River
9055055,2,south_america,geoglows,Amazon_River
9055056,7,south_america,geoglows,Amazon_River
9055057,2,south_america,geoglows,East_Atlantic
9055058,2,south_america,geoglows,Amazon_River
9055059,2,south_america,geoglows,Amazon_River
9055060,1,south_america,geoglows,East_Atlantic
9055061,5,south_america,geoglows,Amazon_River
9055062,2,south_america,geoglows,Amazon_River
9055063,1,south_america,geoglows,Amazon_River
9055064,1,south_america,geoglows,Amazon_River
9055065,1,south_america,geoglows,Amazon_River
9055067,1,south_america,geoglows,Amazon_River
9055068,2,south_america,geoglows,East_Atlantic
9055069,3,south_america,geoglows,East_Atlantic
9055071,5,south_america,geoglows,Amazon_River
9055072,3,south_america,geoglows,Amazon_River
9055073,6,south_america,geoglows,Tocantins_River
9055074,1,south_america,geoglows,East_Atlantic
9055075,2,south_america,geoglows,Amazon_River
9055076,1,south_america,geoglows,Amazon_River
9055077,1,south_america,geoglows,East_Atlantic
9055079,1,south_america,geoglows,Amazon_River
9055080,1,south_america,geoglows,East_Atlantic
9055081,1,south_america,geoglows,East_Atlantic
9055082,1,south_america,geoglows,East_Atlantic
9055083,3,south_america,geoglows,East_Atlantic
9055084,3,south_america,geoglows,East_Atlantic
9055086,5,south_america,geoglows,Amazon_River
9055087,5,south_america,geoglows,Amazon_River
9055088,2,south_america,geoglows,Amazon_River
9055089,2,south_america,geoglows,East_Atlantic
9055090,1,south_america,geoglows,East_Atlantic
9055093,1,south_america,geoglows,Amazon_River
9055096,1,south_america,geoglows,Amazon_River
9055099,3,south_america,geoglows,Amazon_River
9055100,1,south_america,geoglows,Amazon_River
9055101,2,south_america,geoglows,East_Atlantic
9055102,3,south_america,geoglows,East_Atlantic
9055103,1,south_america,geoglows,Amazon_River
9055104,1,south_america,geoglows,Amazon_River
9055105,1,south_america,geoglows,Amazon_River
9055106,1,south_america,geoglows,Amazon_River
9055107,1,south_america,geoglows,Amazon_River
9055108,1,south_america,geoglows,Amazon_River
9055109,1,south_america,geoglows,East_Atlantic
9055111,4,south_america,geoglows,Tocantins_River
9055112,1,south_america,geoglows,East_Atlantic
9055113,2,south_america,geoglows,Amazon_River
9055114,1,south_america,geoglows,Amazon_River
9055115,3,south_america,geoglows,Amazon_River
9055116,5,south_america,geoglows,Amazon_River
9055117,3,south_america,geoglows,Amazon_River
9055118,2,south_america,geoglows,Amazon_River
9055119,5,south_america,geoglows,Amazon_River
9055120,1,south_america,geoglows,Amazon_River
9055121,2,south_america,geoglows,Amazon_River
9055122,1,south_america,geoglows,East_Atlantic
9055123,2,south_america,geoglows,East_Atlantic
9055124,1,south_america,geoglows,Amazon_River
9055125,2,south_america,geoglows,Amazon_River
9055126,3,south_america,geoglows,East_Atlantic
9055127,1,south_america,geoglows,East_Atlantic
9055128,1,south_america,geoglows,East_Atlantic
9055130,1,south_america,geoglows,Amazon_River
9055131,3,south_america,geoglows,Amazon_River
9055132,1,south_america,geoglows,East_Atlantic
9055133,1,south_america,geoglows,Amazon_River
9055134,1,south_america,geoglows,Amazon_River
9055135,1,south_america,geoglows,Amazon_River
9055136,1,south_america,geoglows,Amazon_River
9055137,2,south_america,geoglows,Tocantins_River
9055138,1,south_america,geoglows,Amazon_River
9055139,3,south_america,geoglows,Tocantins_River
9055140,1,south_america,geoglows,Tocantins_River
9055141,3,south_america,geoglows,East_Atlantic
9055142,1,south_america,geoglows,East_Atlantic
9055144,3,south_america,geoglows,Amazon_River
9055145,1,south_america,geoglows,Amazon_River
9055146,2,south_america,geoglows,Amazon_River
9055147,1,south_america,geoglows,Amazon_River
9055148,1,south_america,geoglows,East_Atlantic
9055149,1,south_america,geoglows,East_Atlantic
9055150,1,south_america,geoglows,East_Atlantic
9055151,2,south_america,geoglows,Amazon_River
9055152,2,south_america,geoglows,Amazon_River
9055153,2,south_america,geoglows,Amazon_River
9055156,2,south_america,geoglows,Amazon_River
9055157,1,south_america,geoglows,Amazon_River
9055158,1,south_america,geoglows,Amazon_River
9055160,1,south_america,geoglows,East_Atlantic
9055161,2,south_america,geoglows,East_Atlantic
9055162,1,south_america,geoglows,Amazon_River
9055163,1,south_america,geoglows,Amazon_River
9055164,3,south_america,geoglows,Amazon_River
9055165,1,south_america,geoglows,Amazon_River
9055166,1,south_america,geoglows,Tocantins_River
9055167,1,south_america,geoglows,Amazon_River
9055168,3,south_america,geoglows,Amazon_River
9055169,2,south_america,geoglows,Tocantins_River
9055170,1,south_america,geoglows,East_Atlantic
9055171,2,south_america,geoglows,East_Atlantic
9055173,1,south_america,geoglows,Amazon_River
9055174,1,south_america,geoglows,Amazon_River
9055175,3,south_america,geoglows,Amazon_River
9055176,1,south_america,geoglows,Amazon_River
