COMID,order_,watershed,subbasin,region
9027455,1,south_america,geoglows,Amazon_River
9027456,1,south_america,geoglows,East_Atlantic
9027459,3,south_america,geoglows,Amazon_River
9027461,2,south_america,geoglows,Amazon_River
9027462,1,south_america,geoglows,East_Atlantic
9027463,6,south_america,geoglows,Amazon_River
9027464,1,south_america,geoglows,Amazon_River
9027466,1,south_america,geoglows,Amazon_River
9027467,1,south_america,geoglows,Amazon_River
9027468,1,south_america,geoglows,Amazon_River
9027469,1,south_america,geoglows,Amazon_River
9027470,3,south_america,geoglows,Amazon_River
9027471,2,south_america,geoglows,Amazon_River
9027472,2,south_america,geoglows,Amazon_River
9027473,3,south_america,geoglows,Amazon_River
9027475,1,south_america,geoglows,Amazon_River
9027477,1,south_america,geoglows,Amazon_River
9027478,1,south_america,geoglows,Amazon_River
9027479,1,south_america,geoglows,Amazon_River
9027482,2,south_america,geoglows,Amazon_River
9027483,2,south_america,geoglows,Amazon_River
9027484,4,south_america,geoglows,Amazon_River
9027485,1,south_america,geoglows,Para_Brazil
9027486,1,south_america,geoglows,Para_Brazil
9027487,2,south_america,geoglows,East_Atlantic
9027489,1,south_america,geoglows,Amazon_River
9027490,2,south_america,geoglows,Amazon_River
9027491,1,south_america,geoglows,Amazon_River
9027494,1,south_america,geoglows,Amazon_River
9027496,4,south_america,geoglows,Amazon_River
9027497,1,south_america,geoglows,Amazon_River
9027498,1,south_america,geoglows,Amazon_River
9027499,2,south_america,geoglows,Amazon_River
9027502,1,south_america,geoglows,East_Atlantic
9027506,2,south_america,geoglows,Amazon_River
9027507,3,south_america,geoglows,Amazon_River
9027508,3,south_america,geoglows,Amazon_River
9027509,1,south_america,geoglows,Para_Brazil
9027512,1,south_america,geoglows,Amazon_River
9027513,1,south_america,geoglows,Amazon_River
9027514,3,south_america,geoglows,Para_Brazil
9027517,2,south_america,geoglows,Amazon_River
9027518,2,south_america,geoglows,Amazon_River
9027519,1,south_america,geoglows,Amazon_River
9027520,1,south_america,geoglows,Amazon_River
9027521,3,south_america,geoglows,East_Atlantic
9027524,1,south_america,geoglows,Amazon_River
9027525,6,south_america,geoglows,Amazon_River
9027526,5,south_america,geoglows,Amazon_River
9027527,1,south_america,geoglows,Amazon_River
9027528,2,south_america,geoglows,Amazon_River
9027529,1,south_america,geoglows,Amazon_River
9027530,1,south_america,geoglows,Amazon_River
9027531,1,south_america,geoglows,East_Atlantic
9027532,1,south_america,geoglows,Amazon_River
9027534,6,south_america,geoglows,Amazon_River
9027535,2,south_america,geoglows,Amazon_River
9027536,3,south_america,geoglows,Para_Brazil
9027537,2,south_america,geoglows,Para_Brazil
9027538,5,south_america,geoglows,Amazon_River
9027539,1,south_america,geoglows,Amazon_River
9027540,1,south_america,geoglows,Amazon_River
9027541,1,south_america,geoglows,Amazon_River
9027542,2,south_america,geoglows,Amazon_River
9027543,1,south_america,geoglows,Amazon_River
9027544,1,south_america,geoglows,Amazon_River
9027545,1,south_america,geoglows,Amazon_River
9027546,3,south_america,geoglows,East_Atlantic
9027550,4,south_america,geoglows,Amazon_River
9027551,2,south_america,geoglows,Amazon_River
9027552,2,south_america,geoglows,Amazon_River
9027553,1,south_america,geoglows,Amazon_River
9027554,1,south_america,geoglows,Amazon_River
9027555,1,south_america,geoglows,Amazon_River
9027560,1,south_america,geoglows,Para_Brazil
9027563,3,south_america,geoglows,Amazon_River
9027564,2,south_america,geoglows,Amazon_River
9027565,1,south_america,geoglows,Amazon_River
9027566,4,south_america,geoglows,Amazon_River
9027567,1,south_america,geoglows,Amazon_River
9027568,1,south_america,geoglows,Amazon_River
9027569,4,south_america,geoglows,Amazon_River
9027570,1,south_america,geoglows,Amazon_River
9027573,1,south_america,geoglows,Amazon_River
9027576,2,south_america,geoglows,Amazon_River
9027577,3,south_america,geoglows,Amazon_River
9027578,2,south_america,geoglows,Amazon_River
9027579,1,south_america,geoglows,Amazon_River
9027582,2,south_america,geoglows,Amazon_River
9027584,1,south_america,geoglows,Amazon_River
9027585,1,south_america,geoglows,Amazon_River
9027586,3,south_america,geoglows,Amazon_River
9027587,1,south_america,geoglows,Amazon_River
9027588,1,south_america,geoglows,Para_Brazil
9027589,1,south_america,geoglows,Para_Brazil
9027593,3,south_america,geoglows,Amazon_River
9027594,3,south_america,geoglows,Amazon_River
9027595,1,south_america,geoglows,Amazon_River
9027596,4,south_america,geoglows,Amazon_River
9027597,1,south_america,geoglows,Amazon_River
9027602,2,south_america,geoglows,Para_Brazil
9027603,2,south_america,geoglows,Amazon_River
9027604,1,south_america,geoglows,East_Atlantic
9027607,1,south_america,geoglows,Amazon_River
9027608,2,south_america,geoglows,Para_Brazil
9027611,1,south_america,geoglows,Amazon_River
9027612,1,south_america,geoglows,Amazon_River
9027615,3,south_america,geoglows,Amazon_River
9027616,1,south_america,geoglows,Amazon_River
9027617,1,south_america,geoglows,East_Atlantic
9027618,1,south_america,geoglows,Amazon_River
9027619,3,south_america,geoglows,Amazon_River
9027620,2,south_america,geoglows,Amazon_River
9027621,2,south_america,geoglows,Amazon_River
9027624,1,south_america,geoglows,Amazon_River
9027625,1,south_america,geoglows,Amazon_River
9027627,1,south_america,geoglows,Amazon_River
9027628,2,south_america,geoglows,Amazon_River
9027629,1,south_america,geoglows,Amazon_River
9027631,2,south_america,geoglows,Amazon_River
9027635,2,south_america,geoglows,Amazon_River
9027636,1,south_america,geoglows,Amazon_River
9027637,1,south_america,geoglows,East_Atlantic
9027642,1,south_america,geoglows,Amazon_River
9027643,1,south_america,geoglows,Amazon_River
9027644,2,south_america,geoglows,Amazon_River
9027647,1,south_america,geoglows,Amazon_River
9027648,4,south_america,geoglows,Amazon_River
9027649,1,south_america,geoglows,Amazon_River
9027650,2,south_america,geoglows,Amazon_River
9027654,3,south_america,geoglows,Amazon_River
9027655,3,south_america,geoglows,Amazon_River
9027656,2,south_america,geoglows,Amazon_River
9027657,1,south_america,geoglows,Amazon_River
9027659,3,south_america,geoglows,Amazon_River
9027660,1,south_america,geoglows,Amazon_River
9027664,1,south_america,geoglows,Amazon_River
9027665,2,south_america,geoglows,Amazon_River
9027666,2,south_america,geoglows,Amazon_River
9027667,1,south_america,geoglows,Amazon_River
9027668,3,south_america,geoglows,Amazon_River
9027669,1,south_america,geoglows,Para_Brazil
9027670,4,south_america,geoglows,Amazon_River
9027671,2,south_america,geoglows,Amazon_River
9027672,2,south_america,geoglows,Amazon_River
9027673,2,south_america,geoglows,Amazon_River
9027674,2,south_america,geoglows,Amazon_River
9027675,1,south_america,geoglows,Amazon_River
9027678,1,south_america,geoglows,Amazon_River
9027679,1,south_america,geoglows,Amazon_River
9027680,4,south_america,geoglows,Amazon_River
9027681,2,south_america,geoglows,Amazon_River
9027682,2,south_america,geoglows,East_Atlantic
9027683,1,south_america,geoglows,Amazon_River
9027687,2,south_america,geoglows,Amazon_River
9027688,2,south_america,geoglows,Amazon_River
9027689,4,south_america,geoglows,Amazon_River
9027692,1,south_america,geoglows,Amazon_River
9027693,2,south_america,geoglows,Amazon_River
9027694,2,south_america,geoglows,Amazon_River
9027697,1,south_america,geoglows,Amazon_River
9027698,2,south_america,geoglows,Amazon_River
9027700,1,south_america,geoglows,Amazon_River
9027701,1,south_america,geoglows,Amazon_River
9027702,2,south_america,geoglows,Para_Brazil
9027703,1,south_america,geoglows,Para_Brazil
9027704,1,south_america,geoglows,Amazon_River
9027706,3,south_america,geoglows,Amazon_River
9027707,4,south_america,geoglows,Amazon_River
9027708,1,south_america,geoglows,Amazon_River
9027709,1,south_america,geoglows,Amazon_River
9027710,1,south_america,geoglows,Amazon_River
9027711,3,south_america,geoglows,Amazon_River
9027712,1,south_america,geoglows,Amazon_River
9027716,5,south_america,geoglows,Amazon_River
9027717,4,south_america,geoglows,Amazon_River
9027718,1,south_america,geoglows,East_Atlantic
9027720,2,south_america,geoglows,Amazon_River
9027721,1,south_america,geoglows,Amazon_River
9027722,4,south_america,geoglows,Amazon_River
9027723,1,south_america,geoglows,Amazon_River
9027724,4,south_america,geoglows,Amazon_River
9027725,2,south_america,geoglows,Amazon_River
9027726,5,south_america,geoglows,Amazon_River
9027727,4,south_america,geoglows,Amazon_River
9027728,4,south_america,geoglows,Amazon_River
9027729,1,south_america,geoglows,Amazon_River
9027730,3,south_america,geoglows,Amazon_River
9027733,4,south_america,geoglows,Amazon_River
9027734,2,south_america,geoglows,Amazon_River
9027735,3,south_america,geoglows,Amazon_River
9027736,1,south_america,geoglows,Amazon_River
9027737,2,south_america,geoglows,East_Atlantic
9027738,1,south_america,geoglows,East_Atlantic
9027742,2,south_america,geoglows,Amazon_River
9027743,4,south_america,geoglows,Amazon_River
9027744,4,south_america,geoglows,Amazon_River
9027745,1,south_america,geoglows,Amazon_River
9027746,1,south_america,geoglows,East_Atlantic
9027748,1,south_america,geoglows,Amazon_River
9027751,3,south_america,geoglows,Amazon_River
9027752,3,south_america,geoglows,East_Atlantic
9027753,1,south_america,geoglows,Amazon_River
9027757,1,south_america,geoglows,Amazon_River
9027758,3,south_america,geoglows,Amazon_River
9027759,3,south_america,geoglows,Amazon_River
9027760,1,south_america,geoglows,Amazon_River
9027761,1,south_america,geoglows,Para_Brazil
9027763,1,south_america,geoglows,Amazon_River
9027767,1,south_america,geoglows,Amazon_River
9027769,1,south_america,geoglows,Para_Brazil
9027770,2,south_america,geoglows,Para_Brazil
9027771,1,south_america,geoglows,Amazon_River
9027774,3,south_america,geoglows,Amazon_River
9027775,2,south_america,geoglows,Amazon_River
9027778,1,south_america,geoglows,Amazon_River
9027779,1,south_america,geoglows,Amazon_River
9027780,1,south_america,geoglows,Amazon_River
9027781,1,south_america,geoglows,Amazon_River
9027783,3,south_america,geoglows,Amazon_River
9027784,3,south_america,geoglows,Amazon_River
9027785,3,south_america,geoglows,Amazon_River
9027786,1,south_america,geoglows,Amazon_River
9027787,1,south_america,geoglows,Amazon_River
9027788,1,south_america,geoglows,Amazon_River
9027789,6,south_america,geoglows,Amazon_River
9027790,1,south_america,geoglows,Amazon_River
9027791,3,south_america,geoglows,Amazon_River
9027792,3,south_america,geoglows,Amazon_River
9027793,1,south_america,geoglows,Amazon_River
9027794,1,south_america,geoglows,Amazon_River
9027795,2,south_america,geoglows,Amazon_River
9027796,2,south_america,geoglows,Amazon_River
9027797,1,south_america,geoglows,Amazon_River
9027800,1,south_america,geoglows,Amazon_River
9027801,1,south_america,geoglows,Amazon_River
9027802,1,south_america,geoglows,East_Atlantic
9027803,2,south_america,geoglows,East_Atlantic
9027804,1,south_america,geoglows,East_Atlantic
9027806,1,south_america,geoglows,Para_Brazil
9027807,1,south_america,geoglows,Para_Brazil
9027808,1,south_america,geoglows,Amazon_River
9027809,1,south_america,geoglows,Amazon_River
9027812,1,south_america,geoglows,Amazon_River
9027813,1,south_america,geoglows,East_Atlantic
9027814,2,south_america,geoglows,East_Atlantic
9027816,1,south_america,geoglows,Amazon_River
9027817,4,south_america,geoglows,Amazon_River
9027818,1,south_america,geoglows,Amazon_River
9027819,1,south_america,geoglows,Amazon_River
9027820,1,south_america,geoglows,East_Atlantic
9027821,1,south_america,geoglows,Amazon_River
9027822,2,south_america,geoglows,Amazon_River
9027823,2,south_america,geoglows,Para_Brazil
9027826,2,south_america,geoglows,Amazon_River
9027827,2,south_america,geoglows,Amazon_River
9027828,4,south_america,geoglows,Amazon_River
9027829,1,south_america,geoglows,Amazon_River
9027830,3,south_america,geoglows,Amazon_River
9027831,2,south_america,geoglows,Amazon_River
9027832,2,south_america,geoglows,Amazon_River
9027835,1,south_america,geoglows,Amazon_River
9027836,6,south_america,geoglows,Amazon_River
9027837,3,south_america,geoglows,Amazon_River
9027838,3,south_america,geoglows,Amazon_River
9027839,1,south_america,geoglows,Amazon_River
9027840,2,south_america,geoglows,Amazon_River
9027843,1,south_america,geoglows,Amazon_River
9027845,3,south_america,geoglows,Amazon_River
9027846,2,south_america,geoglows,Amazon_River
9027847,2,south_america,geoglows,Amazon_River
9027848,2,south_america,geoglows,Para_Brazil
9027849,1,south_america,geoglows,Amazon_River
9027850,3,south_america,geoglows,Amazon_River
9027851,3,south_america,geoglows,Amazon_River
9027852,1,south_america,geoglows,Amazon_River
9027853,1,south_america,geoglows,Para_Brazil
9027854,1,south_america,geoglows,Amazon_River
9027855,3,south_america,geoglows,Amazon_River
9027856,1,south_america,geoglows,Amazon_River
9027860,1,south_america,geoglows,Amazon_River
9027861,4,south_america,geoglows,Amazon_River
9027862,1,south_america,geoglows,Amazon_River
9027863,1,south_america,geoglows,Amazon_River
9027864,1,south_america,geoglows,Para_Brazil
9027866,3,south_america,geoglows,Amazon_River
9027867,2,south_america,geoglows,Amazon_River
9027868,1,south_america,geoglows,Para_Brazil
9027869,2,south_america,geoglows,Para_Brazil
9027870,3,south_america,geoglows,Amazon_River
9027871,3,south_america,geoglows,Amazon_River
9027872,1,south_america,geoglows,Amazon_River
9027873,8,south_america,geoglows,Amazon_River
9027877,2,south_america,geoglows,Amazon_River
9027878,1,south_america,geoglows,Para_Brazil
9027879,1,south_america,geoglows,Para_Brazil
9027880,1,south_america,geoglows,Amazon_River
9027882,1,south_america,geoglows,Amazon_River
9027883,2,south_america,geoglows,Amazon_River
9027884,4,south_america,geoglows,Amazon_River
9027885,1,south_america,geoglows,Amazon_River
9027887,3,south_america,geoglows,Amazon_River
9027889,3,south_america,geoglows,Amazon_River
9027891,1,south_america,geoglows,Amazon_River
9027893,1,south_america,geoglows,Amazon_River
9027894,1,south_america,geoglows,Amazon_River
9027895,3,south_america,geoglows,Amazon_River
9027896,3,south_america,geoglows,Amazon_River
9027897,1,south_america,geoglows,Amazon_River
9027898,1,south_america,geoglows,Amazon_River
9027900,1,south_america,geoglows,Amazon_River
9027901,3,south_america,geoglows,Amazon_River
9027903,2,south_america,geoglows,Amazon_River
9027904,3,south_america,geoglows,Amazon_River
9027905,2,south_america,geoglows,Amazon_River
9027906,1,south_america,geoglows,East_Atlantic
9027909,3,south_america,geoglows,Amazon_River
9027910,4,south_america,geoglows,Amazon_River
9027911,2,south_america,geoglows,Amazon_River
9027912,1,south_america,geoglows,Amazon_River
9027913,3,south_america,geoglows,Amazon_River
9027914,1,south_america,geoglows,East_Atlantic
9027915,1,south_america,geoglows,East_Atlantic
9027920,2,south_america,geoglows,Amazon_River
9027921,2,south_america,geoglows,Amazon_River
9027922,2,south_america,geoglows,Amazon_River
9027923,1,south_america,geoglows,Para_Brazil
9027924,1,south_america,geoglows,Amazon_River
9027925,1,south_america,geoglows,Amazon_River
9027926,1,south_america,geoglows,Amazon_River
9027927,1,south_america,geoglows,Amazon_River
9027928,3,south_america,geoglows,East_Atlantic
9027929,1,south_america,geoglows,Amazon_River
9027931,1,south_america,geoglows,Amazon_River
9027935,1,south_america,geoglows,Amazon_River
9027936,1,south_america,geoglows,Amazon_River
9027937,6,south_america,geoglows,Amazon_River
9027938,4,south_america,geoglows,Amazon_River
9027939,1,south_america,geoglows,Amazon_River
9027940,2,south_america,geoglows,Para_Brazil
9027942,5,south_america,geoglows,Amazon_River
9027943,2,south_america,geoglows,Amazon_River
9027944,4,south_america,geoglows,Amazon_River
9027945,4,south_america,geoglows,Amazon_River
9027946,4,south_america,geoglows,Amazon_River
9027947,1,south_america,geoglows,Amazon_River
9027948,2,south_america,geoglows,Amazon_River
9027949,2,south_america,geoglows,Amazon_River
9027950,1,south_america,geoglows,Para_Brazil
9027951,4,south_america,geoglows,Amazon_River
9027952,1,south_america,geoglows,Amazon_River
9027953,3,south_america,geoglows,Amazon_River
9027954,5,south_america,geoglows,Amazon_River
9027955,2,south_america,geoglows,Para_Brazil
9027956,1,south_america,geoglows,Para_Brazil
9027957,2,south_america,geoglows,Amazon_River
9027958,2,south_america,geoglows,Amazon_River
9027960,1,south_america,geoglows,Amazon_River
9027961,3,south_america,geoglows,Amazon_River
9027962,1,south_america,geoglows,East_Atlantic
9027963,1,south_america,geoglows,Amazon_River
9027964,1,south_america,geoglows,Amazon_River
9027965,2,south_america,geoglows,Para_Brazil
9027966,1,south_america,geoglows,Para_Brazil
9027967,2,south_america,geoglows,East_Atlantic
9027970,1,south_america,geoglows,Amazon_River
9027971,1,south_america,geoglows,Amazon_River
9027972,3,south_america,geoglows,Amazon_River
9027973,1,south_america,geoglows,Amazon_River
9027976,3,south_america,geoglows,Amazon_River
9027977,6,south_america,geoglows,Amazon_River
9027978,4,south_america,geoglows,Amazon_River
9027979,2,south_america,geoglows,Para_Brazil
9027980,1,south_america,geoglows,East_Atlantic
9027982,1,south_america,geoglows,Amazon_River
9027983,2,south_america,geoglows,Para_Brazil
9027984,1,south_america,geoglows,Para_Brazil
9027988,2,south_america,geoglows,Amazon_River
9027989,3,south_america,geoglows,Amazon_River
9027990,2,south_america,geoglows,Amazon_River
9027993,1,south_america,geoglows,Amazon_River
9027994,1,south_america,geoglows,Amazon_River
9027995,4,south_america,geoglows,Amazon_River
9027997,6,south_america,geoglows,Amazon_River
9027998,1,south_america,geoglows,Amazon_River
9027999,1,south_america,geoglows,Amazon_River
9028000,1,south_america,geoglows,Amazon_River
9028001,1,south_america,geoglows,Amazon_River
9028002,2,south_america,geoglows,Amazon_River
9028003,5,south_america,geoglows,East_Atlantic
9028005,1,south_america,geoglows,Amazon_River
9028009,3,south_america,geoglows,Amazon_River
9028010,3,south_america,geoglows,Amazon_River
9028011,5,south_america,geoglows,Amazon_River
9028012,2,south_america,geoglows,Amazon_River
9028013,2,south_america,geoglows,Amazon_River
9028015,1,south_america,geoglows,Amazon_River
9028017,1,south_america,geoglows,Amazon_River
9028018,1,south_america,geoglows,Amazon_River
9028020,1,south_america,geoglows,Amazon_River
9028022,3,south_america,geoglows,Amazon_River
9028023,1,south_america,geoglows,Amazon_River
9028024,1,south_america,geoglows,Amazon_River
9028025,4,south_america,geoglows,Amazon_River
9028026,1,south_america,geoglows,Amazon_River
9028027,1,south_america,geoglows,Amazon_River
9028028,2,south_america,geoglows,East_Atlantic
9028029,1,south_america,geoglows,East_Atlantic
9028030,3,south_america,geoglows,East_Atlantic
9028033,1,south_america,geoglows,Amazon_River
9028034,1,south_america,geoglows,East_Atlantic
9028035,1,south_america,geoglows,Amazon_River
9028036,1,south_america,geoglows,Amazon_River
9028037,4,south_america,geoglows,Amazon_River
9028038,2,south_america,geoglows,Amazon_River
9028039,2,south_america,geoglows,Amazon_River
9028040,2,south_america,geoglows,Amazon_River
9028042,1,south_america,geoglows,Amazon_River
9028043,5,south_america,geoglows,Amazon_River
9028044,1,south_america,geoglows,Amazon_River
9028045,1,south_america,geoglows,Amazon_River
9028046,6,south_america,geoglows,Amazon_River
9028047,7,south_america,geoglows,Amazon_River
9028048,2,south_america,geoglows,Para_Brazil
9028049,3,south_america,geoglows,Para_Brazil
9028050,4,south_america,geoglows,Amazon_River
9028051,1,south_america,geoglows,Amazon_River
9028052,1,south_america,geoglows,East_Atlantic
9028053,2,south_america,geoglows,Amazon_River
9028054,6,south_america,geoglows,Amazon_River
9028055,6,south_america,geoglows,Amazon_River
9028056,7,south_america,geoglows,Amazon_River
9028057,1,south_america,geoglows,Amazon_River
9028058,1,south_america,geoglows,Amazon_River
9028060,2,south_america,geoglows,Para_Brazil
9028061,1,south_america,geoglows,East_Atlantic
9028064,1,south_america,geoglows,Amazon_River
9028065,2,south_america,geoglows,Amazon_River
9028066,1,south_america,geoglows,Amazon_River
9028067,6,south_america,geoglows,Amazon_River
9028068,1,south_america,geoglows,Amazon_River
9028069,5,south_america,geoglows,Amazon_River
9028070,1,south_america,geoglows,Amazon_River
9028072,5,south_america,geoglows,Amazon_River
9028073,1,south_america,geoglows,Amazon_River
9028074,2,south_america,geoglows,Amazon_River
9028075,1,south_america,geoglows,Para_Brazil
9028076,2,south_america,geoglows,Amazon_River
9028077,3,south_america,geoglows,Amazon_River
9028078,1,south_america,geoglows,Amazon_River
9028079,3,south_america,geoglows,East_Atlantic
9028080,2,south_america,geoglows,Amazon_River
9028081,1,south_america,geoglows,East_Atlantic
9028085,1,south_america,geoglows,Amazon_River
9028086,2,south_america,geoglows,Amazon_River
9028089,1,south_america,geoglows,Amazon_River
9028090,1,south_america,geoglows,Amazon_River
9028092,1,south_america,geoglows,Amazon_River
9028093,1,south_america,geoglows,East_Atlantic
9028094,1,south_america,geoglows,Para_Brazil
9028096,1,south_america,geoglows,Para_Brazil
9028097,1,south_america,geoglows,East_Atlantic
9028098,1,south_america,geoglows,Amazon_River
9028104,1,south_america,geoglows,Amazon_River
9028105,2,south_america,geoglows,Amazon_River
9028106,2,south_america,geoglows,Amazon_River
9028113,4,south_america,geoglows,Amazon_River
9028114,1,south_america,geoglows,Amazon_River
9028115,2,south_america,geoglows,East_Atlantic
9028116,1,south_america,geoglows,East_Atlantic
9028117,1,south_america,geoglows,Amazon_River
9028118,2,south_america,geoglows,Amazon_River
9028119,4,south_america,geoglows,Amazon_River
9028120,2,south_america,geoglows,Para_Brazil
9028121,1,south_america,geoglows,East_Atlantic
9028122,2,south_america,geoglows,Amazon_River
9028123,4,south_america,geoglows,Amazon_River
9028126,2,south_america,geoglows,Amazon_River
9028130,2,south_america,geoglows,Amazon_River
9028131,1,south_america,geoglows,Amazon_River
9028132,1,south_america,geoglows,Amazon_River
9028133,4,south_america,geoglows,Amazon_River
9028136,2,south_america,geoglows,Amazon_River
9028137,1,south_america,geoglows,Amazon_River
9028138,4,south_america,geoglows,Amazon_River
9028139,1,south_america,geoglows,Amazon_River
9028140,1,south_america,geoglows,Amazon_River
9028141,1,south_america,geoglows,Para_Brazil
9028142,3,south_america,geoglows,Para_Brazil
9028143,3,south_america,geoglows,Para_Brazil
9028146,2,south_america,geoglows,Amazon_River
9028147,1,south_america,geoglows,Amazon_River
9028148,3,south_america,geoglows,Amazon_River
9028149,5,south_america,geoglows,Amazon_River
9028151,1,south_america,geoglows,Amazon_River
9028152,1,south_america,geoglows,Amazon_River
9028153,2,south_america,geoglows,Amazon_River
9028154,1,south_america,geoglows,East_Atlantic
9028158,3,south_america,geoglows,Amazon_River
9028159,1,south_america,geoglows,Amazon_River
9028160,2,south_america,geoglows,Para_Brazil
9028163,1,south_america,geoglows,Amazon_River
9028164,4,south_america,geoglows,Amazon_River
9028166,3,south_america,geoglows,Amazon_River
9028167,1,south_america,geoglows,Amazon_River
9028168,1,south_america,geoglows,Amazon_River
9028169,1,south_america,geoglows,Amazon_River
9028170,1,south_america,geoglows,East_Atlantic
9028172,1,south_america,geoglows,Amazon_River
9028173,6,south_america,geoglows,Amazon_River
9028174,5,south_america,geoglows,Amazon_River
9028175,1,south_america,geoglows,Amazon_River
9028176,1,south_america,geoglows,East_Atlantic
9028178,3,south_america,geoglows,Amazon_River
9028179,2,south_america,geoglows,Amazon_River
9028180,1,south_america,geoglows,Amazon_River
9028181,1,south_america,geoglows,Amazon_River
9028182,2,south_america,geoglows,Amazon_River
9028183,3,south_america,geoglows,Amazon_River
9028184,3,south_america,geoglows,Amazon_River
9028186,1,south_america,geoglows,Amazon_River
9028187,1,south_america,geoglows,Amazon_River
9028189,1,south_america,geoglows,Amazon_River
9028191,2,south_america,geoglows,Amazon_River
9028192,4,south_america,geoglows,Amazon_River
9028193,1,south_america,geoglows,Para_Brazil
9028194,2,south_america,geoglows,Amazon_River
9028195,1,south_america,geoglows,Amazon_River
9028196,3,south_america,geoglows,Amazon_River
9028197,1,south_america,geoglows,Amazon_River
9028198,1,south_america,geoglows,Amazon_River
9028203,4,south_america,geoglows,Amazon_River
9028204,1,south_america,geoglows,Amazon_River
9028205,1,south_america,geoglows,Amazon_River
9028206,4,south_america,geoglows,Amazon_River
9028207,2,south_america,geoglows,Amazon_River
9028208,1,south_america,geoglows,Amazon_River
9028209,3,south_america,geoglows,Amazon_River
9028210,1,south_america,geoglows,Amazon_River
9028211,3,south_america,geoglows,Amazon_River
9028212,3,south_america,geoglows,Amazon_River
9028213,2,south_america,geoglows,Amazon_River
9028217,2,south_america,geoglows,Amazon_River
9028218,1,south_america,geoglows,East_Atlantic
9028219,8,south_america,geoglows,Amazon_River
9028229,1,south_america,geoglows,Amazon_River
9028230,1,south_america,geoglows,Amazon_River
9028231,4,south_america,geoglows,Amazon_River
9028233,1,south_america,geoglows,Amazon_River
9028234,1,south_america,geoglows,Amazon_River
9028235,1,south_america,geoglows,Amazon_River
9028240,7,south_america,geoglows,Amazon_River
9028241,3,south_america,geoglows,Amazon_River
9028242,4,south_america,geoglows,Amazon_River
9028245,1,south_america,geoglows,Amazon_River
9028246,1,south_america,geoglows,Amazon_River
9028247,4,south_america,geoglows,Amazon_River
9028250,6,south_america,geoglows,Amazon_River
9028251,5,south_america,geoglows,Amazon_River
9028254,2,south_america,geoglows,Amazon_River
9028255,3,south_america,geoglows,Amazon_River
9028256,1,south_america,geoglows,Amazon_River
9028257,1,south_america,geoglows,Amazon_River
9028258,3,south_america,geoglows,Amazon_River
9028259,1,south_america,geoglows,Amazon_River
9028260,6,south_america,geoglows,Amazon_River
9028261,3,south_america,geoglows,Amazon_River
9028262,3,south_america,geoglows,Amazon_River
9028263,1,south_america,geoglows,Amazon_River
9028264,1,south_america,geoglows,Para_Brazil
9028265,3,south_america,geoglows,Amazon_River
9028266,1,south_america,geoglows,Amazon_River
9028267,1,south_america,geoglows,Amazon_River
9028268,6,south_america,geoglows,Amazon_River
9028269,8,south_america,geoglows,Amazon_River
9028270,2,south_america,geoglows,Amazon_River
9028272,1,south_america,geoglows,Amazon_River
9028273,2,south_america,geoglows,Amazon_River
9028274,1,south_america,geoglows,Amazon_River
9028275,2,south_america,geoglows,Amazon_River
9028276,3,south_america,geoglows,Amazon_River
9028277,1,south_america,geoglows,Amazon_River
9028278,1,south_america,geoglows,East_Atlantic
9028280,1,south_america,geoglows,Amazon_River
9028281,6,south_america,geoglows,Amazon_River
9028284,1,south_america,geoglows,Amazon_River
9028285,6,south_america,geoglows,Amazon_River
9028286,1,south_america,geoglows,Amazon_River
9028287,4,south_america,geoglows,Amazon_River
9028288,1,south_america,geoglows,East_Atlantic
9028289,2,south_america,geoglows,East_Atlantic
9028290,6,south_america,geoglows,Amazon_River
9028291,6,south_america,geoglows,Amazon_River
9028295,1,south_america,geoglows,Amazon_River
9028296,1,south_america,geoglows,Amazon_River
9028297,1,south_america,geoglows,Amazon_River
9028298,2,south_america,geoglows,Amazon_River
9028299,1,south_america,geoglows,Para_Brazil
9028300,1,south_america,geoglows,Para_Brazil
9028302,1,south_america,geoglows,Amazon_River
9028303,8,south_america,geoglows,Amazon_River
9028304,1,south_america,geoglows,Amazon_River
9028305,1,south_america,geoglows,Amazon_River
9028308,1,south_america,geoglows,East_Atlantic
9028309,2,south_america,geoglows,East_Atlantic
9028311,1,south_america,geoglows,Amazon_River
9028312,1,south_america,geoglows,Amazon_River
9028313,4,south_america,geoglows,Amazon_River
9028314,1,south_america,geoglows,Amazon_River
9028316,3,south_america,geoglows,Para_Brazil
9028319,1,south_america,geoglows,Amazon_River
9028320,5,south_america,geoglows,Amazon_River
9028321,2,south_america,geoglows,Amazon_River
9028322,1,south_america,geoglows,Amazon_River
9028323,1,south_america,geoglows,Amazon_River
9028324,1,south_america,geoglows,Amazon_River
9028325,1,south_america,geoglows,Amazon_River
9028326,2,south_america,geoglows,Amazon_River
9028327,3,south_america,geoglows,Amazon_River
9028328,3,south_america,geoglows,Amazon_River
9028331,1,south_america,geoglows,Amazon_River
9028333,2,south_america,geoglows,Amazon_River
9028334,4,south_america,geoglows,Amazon_River
9028335,5,south_america,geoglows,East_Atlantic
9028336,5,south_america,geoglows,East_Atlantic
9028338,1,south_america,geoglows,Amazon_River
9028341,2,south_america,geoglows,Amazon_River
9028347,2,south_america,geoglows,Amazon_River
9028348,1,south_america,geoglows,Amazon_River
9028351,4,south_america,geoglows,Amazon_River
